image_path,pair_id,version,room_type,style_desc,style_primary,style_secondary,style_conf,style_evidence,prompt_fixed,prompt_fixed_style,split
/home/jupyter/dataset_lora/after/bedroom__99ad8bc49d0a74cf29_orig.jpg,99ad8bc49d0a74cf29,orig,bedroom,"pale gray walls, sage green accents, light oak flooring, woven area rug, drum pendant light, transitional",Traditional,Coastal,high,"Cane-back wingback chairs, pedestal table, ocean wave artwork, sage green drapes, and a soft neutral color palette.","photorealistic renovated interior, professional real estate photography, high detail","photorealistic renovated interior, professional real estate photography, high detail, pale gray walls, sage green accents, light oak flooring, woven area rug, drum pendant light, transitional",train
/home/jupyter/dataset_lora/after/bedroom__99ad8bc49d0a74cf29_v0.jpg,99ad8bc49d0a74cf29,v0,bedroom,"pale gray walls, sage green accents, light oak flooring, woven area rug, drum pendant light, transitional",Traditional,Coastal,high,"Cane-back wingback chairs, pedestal table, ocean wave artwork, sage green drapes, and a soft neutral color palette.","photorealistic renovated interior, professional real estate photography, high detail","photorealistic renovated interior, professional real estate photography, high detail, pale gray walls, sage green accents, light oak flooring, woven area rug, drum pendant light, transitional",train
/home/jupyter/dataset_lora/after/bedroom__99ad8bc49d0a74cf29_v1.jpg,99ad8bc49d0a74cf29,v1,bedroom,"pale gray walls, sage green accents, light oak flooring, woven area rug, drum pendant light, transitional",Traditional,Coastal,high,"Cane-back wingback chairs, pedestal table, ocean wave artwork, sage green drapes, and a soft neutral color palette.","photorealistic renovated interior, professional real estate photography, high detail","photorealistic renovated interior, professional real estate photography, high detail, pale gray walls, sage green accents, light oak flooring, woven area rug, drum pendant light, transitional",train
/home/jupyter/dataset_lora/after/bedroom__99ad8bc49d0a74cf29_v2.jpg,99ad8bc49d0a74cf29,v2,bedroom,"pale gray walls, sage green accents, light oak flooring, woven area rug, drum pendant light, transitional",Traditional,Coastal,high,"Cane-back wingback chairs, pedestal table, ocean wave artwork, sage green drapes, and a soft neutral color palette.","photorealistic renovated interior, professional real estate photography, high detail","photorealistic renovated interior, professional real estate photography, high detail, pale gray walls, sage green accents, light oak flooring, woven area rug, drum pendant light, transitional",train
/home/jupyter/dataset_lora/after/bedroom__99ad8bc49d0a74cf29_v3.jpg,99ad8bc49d0a74cf29,v3,bedroom,"pale gray walls, sage green accents, light oak flooring, woven area rug, drum pendant light, transitional",Traditional,Coastal,high,"Cane-back wingback chairs, pedestal table, ocean wave artwork, sage green drapes, and a soft neutral color palette.","photorealistic renovated interior, professional real estate photography, high detail","photorealistic renovated interior, professional real estate photography, high detail, pale gray walls, sage green accents, light oak flooring, woven area rug, drum pendant light, transitional",train
/home/jupyter/dataset_lora/after/bedroom__99ad8bc49d0a74cf29_v4.jpg,99ad8bc49d0a74cf29,v4,bedroom,"pale gray walls, sage green accents, light oak flooring, woven area rug, drum pendant light, transitional",Traditional,Coastal,high,"Cane-back wingback chairs, pedestal table, ocean wave artwork, sage green drapes, and a soft neutral color palette.","photorealistic renovated interior, professional real estate photography, high detail","photorealistic renovated interior, professional real estate photography, high detail, pale gray walls, sage green accents, light oak flooring, woven area rug, drum pendant light, transitional",train
/home/jupyter/dataset_lora/after/bedroom__a1010aae5625a40323_orig.jpg,a1010aae5625a40323,orig,bedroom,"soft greige walls, navy nightstands with gold hardware, travertine tile with patterned area rug, metallic table lamps, transitional",Contemporary,Traditional,high,"Symmetrical layout, script-patterned headboard, striped bench, abstract triptych art, lacquered nightstands with gold hardware, and textured metallic lamps.","photorealistic renovated interior, professional real estate photography, high detail","photorealistic renovated interior, professional real estate photography, high detail, soft greige walls, navy nightstands with gold hardware, travertine tile with patterned area rug, metallic table lamps, transitional",train
/home/jupyter/dataset_lora/after/bedroom__a1010aae5625a40323_v0.jpg,a1010aae5625a40323,v0,bedroom,"soft greige walls, navy nightstands with gold hardware, travertine tile with patterned area rug, metallic table lamps, transitional",Contemporary,Traditional,high,"Symmetrical layout, script-patterned headboard, striped bench, abstract triptych art, lacquered nightstands with gold hardware, and textured metallic lamps.","photorealistic renovated interior, professional real estate photography, high detail","photorealistic renovated interior, professional real estate photography, high detail, soft greige walls, navy nightstands with gold hardware, travertine tile with patterned area rug, metallic table lamps, transitional",train
/home/jupyter/dataset_lora/after/bedroom__a1010aae5625a40323_v1.jpg,a1010aae5625a40323,v1,bedroom,"soft greige walls, navy nightstands with gold hardware, travertine tile with patterned area rug, metallic table lamps, transitional",Contemporary,Traditional,high,"Symmetrical layout, script-patterned headboard, striped bench, abstract triptych art, lacquered nightstands with gold hardware, and textured metallic lamps.","photorealistic renovated interior, professional real estate photography, high detail","photorealistic renovated interior, professional real estate photography, high detail, soft greige walls, navy nightstands with gold hardware, travertine tile with patterned area rug, metallic table lamps, transitional",train
/home/jupyter/dataset_lora/after/bedroom__a1010aae5625a40323_v2.jpg,a1010aae5625a40323,v2,bedroom,"soft greige walls, navy nightstands with gold hardware, travertine tile with patterned area rug, metallic table lamps, transitional",Contemporary,Traditional,high,"Symmetrical layout, script-patterned headboard, striped bench, abstract triptych art, lacquered nightstands with gold hardware, and textured metallic lamps.","photorealistic renovated interior, professional real estate photography, high detail","photorealistic renovated interior, professional real estate photography, high detail, soft greige walls, navy nightstands with gold hardware, travertine tile with patterned area rug, metallic table lamps, transitional",train
/home/jupyter/dataset_lora/after/bedroom__a1010aae5625a40323_v3.jpg,a1010aae5625a40323,v3,bedroom,"soft greige walls, navy nightstands with gold hardware, travertine tile with patterned area rug, metallic table lamps, transitional",Contemporary,Traditional,high,"Symmetrical layout, script-patterned headboard, striped bench, abstract triptych art, lacquered nightstands with gold hardware, and textured metallic lamps.","photorealistic renovated interior, professional real estate photography, high detail","photorealistic renovated interior, professional real estate photography, high detail, soft greige walls, navy nightstands with gold hardware, travertine tile with patterned area rug, metallic table lamps, transitional",train
/home/jupyter/dataset_lora/after/bedroom__a1010aae5625a40323_v4.jpg,a1010aae5625a40323,v4,bedroom,"soft greige walls, navy nightstands with gold hardware, travertine tile with patterned area rug, metallic table lamps, transitional",Contemporary,Traditional,high,"Symmetrical layout, script-patterned headboard, striped bench, abstract triptych art, lacquered nightstands with gold hardware, and textured metallic lamps.","photorealistic renovated interior, professional real estate photography, high detail","photorealistic renovated interior, professional real estate photography, high detail, soft greige walls, navy nightstands with gold hardware, travertine tile with patterned area rug, metallic table lamps, transitional",train
/home/jupyter/dataset_lora/after/bedroom__aa5c1538a0ed960645_orig.jpg,aa5c1538a0ed960645,orig,bedroom,"bright white walls with colorful accents, frosted glass wardrobe, light oak flooring, recessed lighting, contemporary eclectic",Contemporary,Scandinavian,high,"Light wood floors, white walls, frosted glass wardrobe, laser-cut geometric screen, and vibrant patterned textiles in teal and coral.","photorealistic renovated interior, professional real estate photography, high detail","photorealistic renovated interior, professional real estate photography, high detail, bright white walls with colorful accents, frosted glass wardrobe, light oak flooring, recessed lighting, contemporary eclectic",train
/home/jupyter/dataset_lora/after/bedroom__aa5c1538a0ed960645_v0.jpg,aa5c1538a0ed960645,v0,bedroom,"bright white walls with colorful accents, frosted glass wardrobe, light oak flooring, recessed lighting, contemporary eclectic",Contemporary,Scandinavian,high,"Light wood floors, white walls, frosted glass wardrobe, laser-cut geometric screen, and vibrant patterned textiles in teal and coral.","photorealistic renovated interior, professional real estate photography, high detail","photorealistic renovated interior, professional real estate photography, high detail, bright white walls with colorful accents, frosted glass wardrobe, light oak flooring, recessed lighting, contemporary eclectic",train
/home/jupyter/dataset_lora/after/bedroom__aa5c1538a0ed960645_v1.jpg,aa5c1538a0ed960645,v1,bedroom,"bright white walls with colorful accents, frosted glass wardrobe, light oak flooring, recessed lighting, contemporary eclectic",Contemporary,Scandinavian,high,"Light wood floors, white walls, frosted glass wardrobe, laser-cut geometric screen, and vibrant patterned textiles in teal and coral.","photorealistic renovated interior, professional real estate photography, high detail","photorealistic renovated interior, professional real estate photography, high detail, bright white walls with colorful accents, frosted glass wardrobe, light oak flooring, recessed lighting, contemporary eclectic",train
/home/jupyter/dataset_lora/after/bedroom__aa5c1538a0ed960645_v2.jpg,aa5c1538a0ed960645,v2,bedroom,"bright white walls with colorful accents, frosted glass wardrobe, light oak flooring, recessed lighting, contemporary eclectic",Contemporary,Scandinavian,high,"Light wood floors, white walls, frosted glass wardrobe, laser-cut geometric screen, and vibrant patterned textiles in teal and coral.","photorealistic renovated interior, professional real estate photography, high detail","photorealistic renovated interior, professional real estate photography, high detail, bright white walls with colorful accents, frosted glass wardrobe, light oak flooring, recessed lighting, contemporary eclectic",train
/home/jupyter/dataset_lora/after/bedroom__aa5c1538a0ed960645_v3.jpg,aa5c1538a0ed960645,v3,bedroom,"bright white walls with colorful accents, frosted glass wardrobe, light oak flooring, recessed lighting, contemporary eclectic",Contemporary,Scandinavian,high,"Light wood floors, white walls, frosted glass wardrobe, laser-cut geometric screen, and vibrant patterned textiles in teal and coral.","photorealistic renovated interior, professional real estate photography, high detail","photorealistic renovated interior, professional real estate photography, high detail, bright white walls with colorful accents, frosted glass wardrobe, light oak flooring, recessed lighting, contemporary eclectic",train
/home/jupyter/dataset_lora/after/bedroom__aa5c1538a0ed960645_v4.jpg,aa5c1538a0ed960645,v4,bedroom,"bright white walls with colorful accents, frosted glass wardrobe, light oak flooring, recessed lighting, contemporary eclectic",Contemporary,Scandinavian,high,"Light wood floors, white walls, frosted glass wardrobe, laser-cut geometric screen, and vibrant patterned textiles in teal and coral.","photorealistic renovated interior, professional real estate photography, high detail","photorealistic renovated interior, professional real estate photography, high detail, bright white walls with colorful accents, frosted glass wardrobe, light oak flooring, recessed lighting, contemporary eclectic",train
/home/jupyter/dataset_lora/after/bedroom__d6ce1f69256fe0bd03_orig.jpg,d6ce1f69256fe0bd03,orig,bedroom,"white walls with chevron ceiling, blue built-in dresser with brass hardware, light oak flooring, recessed lighting, modern eclectic",Contemporary,Traditional,medium,"Bold chevron ceiling, slate blue shaker cabinets with brass hardware, arched window trim, vintage clock, and phrenology busts.","photorealistic renovated interior, professional real estate photography, high detail","photorealistic renovated interior, professional real estate photography, high detail, white walls with chevron ceiling, blue built-in dresser with brass hardware, light oak flooring, recessed lighting, modern eclectic",train
/home/jupyter/dataset_lora/after/bedroom__d6ce1f69256fe0bd03_v0.jpg,d6ce1f69256fe0bd03,v0,bedroom,"white walls with chevron ceiling, blue built-in dresser with brass hardware, light oak flooring, recessed lighting, modern eclectic",Contemporary,Traditional,medium,"Bold chevron ceiling, slate blue shaker cabinets with brass hardware, arched window trim, vintage clock, and phrenology busts.","photorealistic renovated interior, professional real estate photography, high detail","photorealistic renovated interior, professional real estate photography, high detail, white walls with chevron ceiling, blue built-in dresser with brass hardware, light oak flooring, recessed lighting, modern eclectic",train
/home/jupyter/dataset_lora/after/bedroom__d6ce1f69256fe0bd03_v1.jpg,d6ce1f69256fe0bd03,v1,bedroom,"white walls with chevron ceiling, blue built-in dresser with brass hardware, light oak flooring, recessed lighting, modern eclectic",Contemporary,Traditional,medium,"Bold chevron ceiling, slate blue shaker cabinets with brass hardware, arched window trim, vintage clock, and phrenology busts.","photorealistic renovated interior, professional real estate photography, high detail","photorealistic renovated interior, professional real estate photography, high detail, white walls with chevron ceiling, blue built-in dresser with brass hardware, light oak flooring, recessed lighting, modern eclectic",train
/home/jupyter/dataset_lora/after/bedroom__d6ce1f69256fe0bd03_v2.jpg,d6ce1f69256fe0bd03,v2,bedroom,"white walls with chevron ceiling, blue built-in dresser with brass hardware, light oak flooring, recessed lighting, modern eclectic",Contemporary,Traditional,medium,"Bold chevron ceiling, slate blue shaker cabinets with brass hardware, arched window trim, vintage clock, and phrenology busts.","photorealistic renovated interior, professional real estate photography, high detail","photorealistic renovated interior, professional real estate photography, high detail, white walls with chevron ceiling, blue built-in dresser with brass hardware, light oak flooring, recessed lighting, modern eclectic",train
/home/jupyter/dataset_lora/after/bedroom__d6ce1f69256fe0bd03_v3.jpg,d6ce1f69256fe0bd03,v3,bedroom,"white walls with chevron ceiling, blue built-in dresser with brass hardware, light oak flooring, recessed lighting, modern eclectic",Contemporary,Traditional,medium,"Bold chevron ceiling, slate blue shaker cabinets with brass hardware, arched window trim, vintage clock, and phrenology busts.","photorealistic renovated interior, professional real estate photography, high detail","photorealistic renovated interior, professional real estate photography, high detail, white walls with chevron ceiling, blue built-in dresser with brass hardware, light oak flooring, recessed lighting, modern eclectic",train
/home/jupyter/dataset_lora/after/bedroom__d6ce1f69256fe0bd03_v4.jpg,d6ce1f69256fe0bd03,v4,bedroom,"white walls with chevron ceiling, blue built-in dresser with brass hardware, light oak flooring, recessed lighting, modern eclectic",Contemporary,Traditional,medium,"Bold chevron ceiling, slate blue shaker cabinets with brass hardware, arched window trim, vintage clock, and phrenology busts.","photorealistic renovated interior, professional real estate photography, high detail","photorealistic renovated interior, professional real estate photography, high detail, white walls with chevron ceiling, blue built-in dresser with brass hardware, light oak flooring, recessed lighting, modern eclectic",train
/home/jupyter/dataset_lora/after/bedroom__d9ebe4b249fb7069b5_orig.jpg,d9ebe4b249fb7069b5,orig,bedroom,"pale greige walls, black and white patterned bedding, dark wood flooring, metallic table lamps, modern glam",Glam,Contemporary,high,"Tufted nailhead headboard, metallic cabriole-leg side table, high-contrast black and white bedding, purple velvet pillow, and dark wood flooring.","photorealistic renovated interior, professional real estate photography, high detail","photorealistic renovated interior, professional real estate photography, high detail, pale greige walls, black and white patterned bedding, dark wood flooring, metallic table lamps, modern glam",train
/home/jupyter/dataset_lora/after/bedroom__d9ebe4b249fb7069b5_v0.jpg,d9ebe4b249fb7069b5,v0,bedroom,"pale greige walls, black and white patterned bedding, dark wood flooring, metallic table lamps, modern glam",Glam,Contemporary,high,"Tufted nailhead headboard, metallic cabriole-leg side table, high-contrast black and white bedding, purple velvet pillow, and dark wood flooring.","photorealistic renovated interior, professional real estate photography, high detail","photorealistic renovated interior, professional real estate photography, high detail, pale greige walls, black and white patterned bedding, dark wood flooring, metallic table lamps, modern glam",train
/home/jupyter/dataset_lora/after/bedroom__d9ebe4b249fb7069b5_v1.jpg,d9ebe4b249fb7069b5,v1,bedroom,"pale greige walls, black and white patterned bedding, dark wood flooring, metallic table lamps, modern glam",Glam,Contemporary,high,"Tufted nailhead headboard, metallic cabriole-leg side table, high-contrast black and white bedding, purple velvet pillow, and dark wood flooring.","photorealistic renovated interior, professional real estate photography, high detail","photorealistic renovated interior, professional real estate photography, high detail, pale greige walls, black and white patterned bedding, dark wood flooring, metallic table lamps, modern glam",train
/home/jupyter/dataset_lora/after/bedroom__d9ebe4b249fb7069b5_v2.jpg,d9ebe4b249fb7069b5,v2,bedroom,"pale greige walls, black and white patterned bedding, dark wood flooring, metallic table lamps, modern glam",Glam,Contemporary,high,"Tufted nailhead headboard, metallic cabriole-leg side table, high-contrast black and white bedding, purple velvet pillow, and dark wood flooring.","photorealistic renovated interior, professional real estate photography, high detail","photorealistic renovated interior, professional real estate photography, high detail, pale greige walls, black and white patterned bedding, dark wood flooring, metallic table lamps, modern glam",train
/home/jupyter/dataset_lora/after/bedroom__d9ebe4b249fb7069b5_v3.jpg,d9ebe4b249fb7069b5,v3,bedroom,"pale greige walls, black and white patterned bedding, dark wood flooring, metallic table lamps, modern glam",Glam,Contemporary,high,"Tufted nailhead headboard, metallic cabriole-leg side table, high-contrast black and white bedding, purple velvet pillow, and dark wood flooring.","photorealistic renovated interior, professional real estate photography, high detail","photorealistic renovated interior, professional real estate photography, high detail, pale greige walls, black and white patterned bedding, dark wood flooring, metallic table lamps, modern glam",train
/home/jupyter/dataset_lora/after/bedroom__d9ebe4b249fb7069b5_v4.jpg,d9ebe4b249fb7069b5,v4,bedroom,"pale greige walls, black and white patterned bedding, dark wood flooring, metallic table lamps, modern glam",Glam,Contemporary,high,"Tufted nailhead headboard, metallic cabriole-leg side table, high-contrast black and white bedding, purple velvet pillow, and dark wood flooring.","photorealistic renovated interior, professional real estate photography, high detail","photorealistic renovated interior, professional real estate photography, high detail, pale greige walls, black and white patterned bedding, dark wood flooring, metallic table lamps, modern glam",train
/home/jupyter/dataset_lora/after/bedroom__e348604d8eef3d1b54_orig.jpg,e348604d8eef3d1b54,orig,bedroom,"white painted brick walls, neutral palette, light wood flooring, cream area rug, modern ceramic table lamps, contemporary industrial loft",Contemporary,Industrial,high,"Exposed white brick walls, large loft window, clean-lined canopy bed, minimalist white nightstands, and vibrant butterfly art prints.","photorealistic renovated interior, professional real estate photography, high detail","photorealistic renovated interior, professional real estate photography, high detail, white painted brick walls, neutral palette, light wood flooring, cream area rug, modern ceramic table lamps, contemporary industrial loft",train
/home/jupyter/dataset_lora/after/bedroom__e348604d8eef3d1b54_v0.jpg,e348604d8eef3d1b54,v0,bedroom,"white painted brick walls, neutral palette, light wood flooring, cream area rug, modern ceramic table lamps, contemporary industrial loft",Contemporary,Industrial,high,"Exposed white brick walls, large loft window, clean-lined canopy bed, minimalist white nightstands, and vibrant butterfly art prints.","photorealistic renovated interior, professional real estate photography, high detail","photorealistic renovated interior, professional real estate photography, high detail, white painted brick walls, neutral palette, light wood flooring, cream area rug, modern ceramic table lamps, contemporary industrial loft",train
/home/jupyter/dataset_lora/after/bedroom__e348604d8eef3d1b54_v1.jpg,e348604d8eef3d1b54,v1,bedroom,"white painted brick walls, neutral palette, light wood flooring, cream area rug, modern ceramic table lamps, contemporary industrial loft",Contemporary,Industrial,high,"Exposed white brick walls, large loft window, clean-lined canopy bed, minimalist white nightstands, and vibrant butterfly art prints.","photorealistic renovated interior, professional real estate photography, high detail","photorealistic renovated interior, professional real estate photography, high detail, white painted brick walls, neutral palette, light wood flooring, cream area rug, modern ceramic table lamps, contemporary industrial loft",train
/home/jupyter/dataset_lora/after/bedroom__e348604d8eef3d1b54_v2.jpg,e348604d8eef3d1b54,v2,bedroom,"white painted brick walls, neutral palette, light wood flooring, cream area rug, modern ceramic table lamps, contemporary industrial loft",Contemporary,Industrial,high,"Exposed white brick walls, large loft window, clean-lined canopy bed, minimalist white nightstands, and vibrant butterfly art prints.","photorealistic renovated interior, professional real estate photography, high detail","photorealistic renovated interior, professional real estate photography, high detail, white painted brick walls, neutral palette, light wood flooring, cream area rug, modern ceramic table lamps, contemporary industrial loft",train
/home/jupyter/dataset_lora/after/bedroom__e348604d8eef3d1b54_v3.jpg,e348604d8eef3d1b54,v3,bedroom,"white painted brick walls, neutral palette, light wood flooring, cream area rug, modern ceramic table lamps, contemporary industrial loft",Contemporary,Industrial,high,"Exposed white brick walls, large loft window, clean-lined canopy bed, minimalist white nightstands, and vibrant butterfly art prints.","photorealistic renovated interior, professional real estate photography, high detail","photorealistic renovated interior, professional real estate photography, high detail, white painted brick walls, neutral palette, light wood flooring, cream area rug, modern ceramic table lamps, contemporary industrial loft",train
/home/jupyter/dataset_lora/after/bedroom__e348604d8eef3d1b54_v4.jpg,e348604d8eef3d1b54,v4,bedroom,"white painted brick walls, neutral palette, light wood flooring, cream area rug, modern ceramic table lamps, contemporary industrial loft",Contemporary,Industrial,high,"Exposed white brick walls, large loft window, clean-lined canopy bed, minimalist white nightstands, and vibrant butterfly art prints.","photorealistic renovated interior, professional real estate photography, high detail","photorealistic renovated interior, professional real estate photography, high detail, white painted brick walls, neutral palette, light wood flooring, cream area rug, modern ceramic table lamps, contemporary industrial loft",train
/home/jupyter/dataset_lora/after/bedroom__e4e61da454f4876b82_orig.jpg,e4e61da454f4876b82,orig,bedroom,"off-white walls, dark wood nightstands, dark wood flooring with shaggy area rug, patterned drum pendant light, contemporary",Contemporary,Traditional,medium,"Frosted glass drawer fronts, drum pendant light, shag rug, dark wood headboard, and red and brown floral bedding.","photorealistic renovated interior, professional real estate photography, high detail","photorealistic renovated interior, professional real estate photography, high detail, off-white walls, dark wood nightstands, dark wood flooring with shaggy area rug, patterned drum pendant light, contemporary",train
/home/jupyter/dataset_lora/after/bedroom__e4e61da454f4876b82_v0.jpg,e4e61da454f4876b82,v0,bedroom,"off-white walls, dark wood nightstands, dark wood flooring with shaggy area rug, patterned drum pendant light, contemporary",Contemporary,Traditional,medium,"Frosted glass drawer fronts, drum pendant light, shag rug, dark wood headboard, and red and brown floral bedding.","photorealistic renovated interior, professional real estate photography, high detail","photorealistic renovated interior, professional real estate photography, high detail, off-white walls, dark wood nightstands, dark wood flooring with shaggy area rug, patterned drum pendant light, contemporary",train
/home/jupyter/dataset_lora/after/bedroom__e4e61da454f4876b82_v1.jpg,e4e61da454f4876b82,v1,bedroom,"off-white walls, dark wood nightstands, dark wood flooring with shaggy area rug, patterned drum pendant light, contemporary",Contemporary,Traditional,medium,"Frosted glass drawer fronts, drum pendant light, shag rug, dark wood headboard, and red and brown floral bedding.","photorealistic renovated interior, professional real estate photography, high detail","photorealistic renovated interior, professional real estate photography, high detail, off-white walls, dark wood nightstands, dark wood flooring with shaggy area rug, patterned drum pendant light, contemporary",train
/home/jupyter/dataset_lora/after/bedroom__e4e61da454f4876b82_v2.jpg,e4e61da454f4876b82,v2,bedroom,"off-white walls, dark wood nightstands, dark wood flooring with shaggy area rug, patterned drum pendant light, contemporary",Contemporary,Traditional,medium,"Frosted glass drawer fronts, drum pendant light, shag rug, dark wood headboard, and red and brown floral bedding.","photorealistic renovated interior, professional real estate photography, high detail","photorealistic renovated interior, professional real estate photography, high detail, off-white walls, dark wood nightstands, dark wood flooring with shaggy area rug, patterned drum pendant light, contemporary",train
/home/jupyter/dataset_lora/after/bedroom__e4e61da454f4876b82_v3.jpg,e4e61da454f4876b82,v3,bedroom,"off-white walls, dark wood nightstands, dark wood flooring with shaggy area rug, patterned drum pendant light, contemporary",Contemporary,Traditional,medium,"Frosted glass drawer fronts, drum pendant light, shag rug, dark wood headboard, and red and brown floral bedding.","photorealistic renovated interior, professional real estate photography, high detail","photorealistic renovated interior, professional real estate photography, high detail, off-white walls, dark wood nightstands, dark wood flooring with shaggy area rug, patterned drum pendant light, contemporary",train
/home/jupyter/dataset_lora/after/bedroom__e4e61da454f4876b82_v4.jpg,e4e61da454f4876b82,v4,bedroom,"off-white walls, dark wood nightstands, dark wood flooring with shaggy area rug, patterned drum pendant light, contemporary",Contemporary,Traditional,medium,"Frosted glass drawer fronts, drum pendant light, shag rug, dark wood headboard, and red and brown floral bedding.","photorealistic renovated interior, professional real estate photography, high detail","photorealistic renovated interior, professional real estate photography, high detail, off-white walls, dark wood nightstands, dark wood flooring with shaggy area rug, patterned drum pendant light, contemporary",train
/home/jupyter/dataset_lora/after/bedroom__f5d10938791f877b7e_orig.jpg,f5d10938791f877b7e,orig,bedroom,"warm beige walls, dark hardwood flooring, warm ambient table and floor lamps, contemporary transitional",Contemporary,Traditional,high,"Dark wood four-poster bed, tufted ottoman, clean-lined white sofa, geometric lamps, warm color palette, and dark wood flooring.","photorealistic renovated interior, professional real estate photography, high detail","photorealistic renovated interior, professional real estate photography, high detail, warm beige walls, dark hardwood flooring, warm ambient table and floor lamps, contemporary transitional",train
/home/jupyter/dataset_lora/after/bedroom__f5d10938791f877b7e_v0.jpg,f5d10938791f877b7e,v0,bedroom,"warm beige walls, dark hardwood flooring, warm ambient table and floor lamps, contemporary transitional",Contemporary,Traditional,high,"Dark wood four-poster bed, tufted ottoman, clean-lined white sofa, geometric lamps, warm color palette, and dark wood flooring.","photorealistic renovated interior, professional real estate photography, high detail","photorealistic renovated interior, professional real estate photography, high detail, warm beige walls, dark hardwood flooring, warm ambient table and floor lamps, contemporary transitional",train
/home/jupyter/dataset_lora/after/bedroom__f5d10938791f877b7e_v1.jpg,f5d10938791f877b7e,v1,bedroom,"warm beige walls, dark hardwood flooring, warm ambient table and floor lamps, contemporary transitional",Contemporary,Traditional,high,"Dark wood four-poster bed, tufted ottoman, clean-lined white sofa, geometric lamps, warm color palette, and dark wood flooring.","photorealistic renovated interior, professional real estate photography, high detail","photorealistic renovated interior, professional real estate photography, high detail, warm beige walls, dark hardwood flooring, warm ambient table and floor lamps, contemporary transitional",train
/home/jupyter/dataset_lora/after/bedroom__f5d10938791f877b7e_v2.jpg,f5d10938791f877b7e,v2,bedroom,"warm beige walls, dark hardwood flooring, warm ambient table and floor lamps, contemporary transitional",Contemporary,Traditional,high,"Dark wood four-poster bed, tufted ottoman, clean-lined white sofa, geometric lamps, warm color palette, and dark wood flooring.","photorealistic renovated interior, professional real estate photography, high detail","photorealistic renovated interior, professional real estate photography, high detail, warm beige walls, dark hardwood flooring, warm ambient table and floor lamps, contemporary transitional",train
/home/jupyter/dataset_lora/after/bedroom__f5d10938791f877b7e_v3.jpg,f5d10938791f877b7e,v3,bedroom,"warm beige walls, dark hardwood flooring, warm ambient table and floor lamps, contemporary transitional",Contemporary,Traditional,high,"Dark wood four-poster bed, tufted ottoman, clean-lined white sofa, geometric lamps, warm color palette, and dark wood flooring.","photorealistic renovated interior, professional real estate photography, high detail","photorealistic renovated interior, professional real estate photography, high detail, warm beige walls, dark hardwood flooring, warm ambient table and floor lamps, contemporary transitional",train
/home/jupyter/dataset_lora/after/bedroom__f5d10938791f877b7e_v4.jpg,f5d10938791f877b7e,v4,bedroom,"warm beige walls, dark hardwood flooring, warm ambient table and floor lamps, contemporary transitional",Contemporary,Traditional,high,"Dark wood four-poster bed, tufted ottoman, clean-lined white sofa, geometric lamps, warm color palette, and dark wood flooring.","photorealistic renovated interior, professional real estate photography, high detail","photorealistic renovated interior, professional real estate photography, high detail, warm beige walls, dark hardwood flooring, warm ambient table and floor lamps, contemporary transitional",train
/home/jupyter/dataset_lora/after/dining_room__1054f9fcfaf0464936_orig.jpg,1054f9fcfaf0464936,orig,dining room,"warm beige walls, dark hardwood flooring with patterned rug, large white drum pendant light, transitional",Traditional,Contemporary,high,"Tufted upholstered chairs with nailhead trim, dark wood table, crown molding, geometric rug, and a large drum pendant light.","photorealistic renovated interior, professional real estate photography, high detail","photorealistic renovated interior, professional real estate photography, high detail, warm beige walls, dark hardwood flooring with patterned rug, large white drum pendant light, transitional",train
/home/jupyter/dataset_lora/after/dining_room__1054f9fcfaf0464936_v0.jpg,1054f9fcfaf0464936,v0,dining room,"warm beige walls, dark hardwood flooring with patterned rug, large white drum pendant light, transitional",Traditional,Contemporary,high,"Tufted upholstered chairs with nailhead trim, dark wood table, crown molding, geometric rug, and a large drum pendant light.","photorealistic renovated interior, professional real estate photography, high detail","photorealistic renovated interior, professional real estate photography, high detail, warm beige walls, dark hardwood flooring with patterned rug, large white drum pendant light, transitional",train
/home/jupyter/dataset_lora/after/dining_room__1054f9fcfaf0464936_v1.jpg,1054f9fcfaf0464936,v1,dining room,"warm beige walls, dark hardwood flooring with patterned rug, large white drum pendant light, transitional",Traditional,Contemporary,high,"Tufted upholstered chairs with nailhead trim, dark wood table, crown molding, geometric rug, and a large drum pendant light.","photorealistic renovated interior, professional real estate photography, high detail","photorealistic renovated interior, professional real estate photography, high detail, warm beige walls, dark hardwood flooring with patterned rug, large white drum pendant light, transitional",train
/home/jupyter/dataset_lora/after/dining_room__1054f9fcfaf0464936_v2.jpg,1054f9fcfaf0464936,v2,dining room,"warm beige walls, dark hardwood flooring with patterned rug, large white drum pendant light, transitional",Traditional,Contemporary,high,"Tufted upholstered chairs with nailhead trim, dark wood table, crown molding, geometric rug, and a large drum pendant light.","photorealistic renovated interior, professional real estate photography, high detail","photorealistic renovated interior, professional real estate photography, high detail, warm beige walls, dark hardwood flooring with patterned rug, large white drum pendant light, transitional",train
/home/jupyter/dataset_lora/after/dining_room__1054f9fcfaf0464936_v3.jpg,1054f9fcfaf0464936,v3,dining room,"warm beige walls, dark hardwood flooring with patterned rug, large white drum pendant light, transitional",Traditional,Contemporary,high,"Tufted upholstered chairs with nailhead trim, dark wood table, crown molding, geometric rug, and a large drum pendant light.","photorealistic renovated interior, professional real estate photography, high detail","photorealistic renovated interior, professional real estate photography, high detail, warm beige walls, dark hardwood flooring with patterned rug, large white drum pendant light, transitional",train
